id,Attrition
f0c1ee5a-6f10-4514-bd05-9ed6e4e41b90,Yes
21f045bc-5a07-4071-b0f3-ea26587f2d20,No
fbb00278-1933-4852-b361-6d636ff09d4a,No
cf7dd132-9b9b-4a16-8c3e-852d5afee328,No
ba5c1076-7e6b-436d-ad2b-c12908aee604,No
4e231c31-ad68-4ba6-9db7-2a59399b2692,No
16e5b2ab-49d8-4261-ac5d-73e4a5201f3a,No
fb30e22e-c54d-417c-8858-c1dd6aeec78b,No
9d91b32a-8b5e-4b45-bdca-4bd175fb8a27,No
d377cb93-4080-4b27-b35d-1614b7fd73f5,No
c8d5ae4a-7660-48a8-8253-2f4c02f38f4d,No
98100dc4-7a2f-4250-be4e-1175fb9d6e80,No
da526011-a231-410d-be96-fb73d36cc4e0,No
7c7bbe42-0d57-45d8-b4e8-35ad638f0c5c,No
d6b8a0fc-cfdb-4148-93d8-83da8a5714df,No
eff22ac3-b425-4ce4-bd6b-2b9927a76768,Yes
cc30ed06-1385-4462-9cd6-ae102754792c,Yes
9d0bba79-b086-4448-aa91-d72148b759fd,Yes
ff59f65b-ba17-463c-8fca-6d7ca80731fe,No
27383434-10be-4c73-a30b-450d1947ad3a,No
6d5a845d-df0a-4b19-81c3-f8c0b10d0534,No
7e847ce0-0541-4e9a-9ae6-e955eb97b6ab,No
3b2bde2d-4274-4ced-988d-d5d213c7ffd1,No
61f2d946-bb0e-434c-bb58-ab3abb8ae18b,No
7e5ad792-d515-44be-b1a4-f2d9a3bbc834,No
4b181267-2466-4044-adc0-69edc1dcef26,No
02732078-ac3a-4ee2-8534-23707bd1d27f,No
46dee6c6-614a-4dab-8dc5-79225a846362,Yes
50c0e020-f621-4935-a281-c363c0ca9a87,No
ab8e220e-7513-42a9-8336-6d7b9afde537,No
b391486e-c416-4b1a-95fb-b545464e1a9e,No
1edd8240-7eee-463a-8d5d-424948afbd2c,No
4f2ed65c-e6cb-4d22-b5ed-c2ad15e3a71f,Yes
8f910c70-ddbb-4f12-bef7-95d75a4cf3b3,No
0233e1d6-e46c-428b-b3e1-f822ce9744b4,Yes
2cd46aa7-affb-41ff-bf2f-e22296fbd41b,No
ccbf0504-7b5f-4812-924b-4573bf67cc05,No
417bfd41-2210-4352-af41-a1582f14db40,No
1856def0-7362-4faf-b940-28c7ec2050b2,No
85aa6d37-2d4f-4825-a7ae-b6ce8178c931,Yes
dea6e593-00ed-4f02-b3f7-68b4c69034e0,No
b8b695d9-c7ac-4527-a0dc-68496aa40eae,No
ce4fba9d-dd76-4174-8308-63a892109931,No
2dadf3af-ad72-481a-a177-4920c4ef85c3,No
40c6edfe-bff6-449d-86fd-484483ac919b,No
251aa4b6-1b28-4154-b998-6ce543e63005,No
3cdf0f2c-5ab0-440b-bd88-d6828f830cdf,No
0a719a84-ad57-4ee2-a161-4179cc7fa86c,No
e57efbda-afa2-4893-a0c8-e9da1f990c22,No
aadebc0f-a6b0-4902-ad9f-5daa6f6efd1a,No
5505af76-4eb0-4f4a-9486-0334e7539470,No
57c5bf00-e5e1-489c-88ec-40ad4b4d150a,No
0d00c3ad-b8c1-4dce-bbf0-90d1854766d8,No
65ac6ced-5f78-4a6b-9d86-a008c660fbfb,No
bc6bff61-a6b3-4d3d-a6b4-6833f769c26e,No
f37a63a0-df98-487f-8149-44e607cd2631,Yes
e8ece53b-5b3a-4c4b-a2fe-d26aa8adb7c6,No
72101b93-8a35-439a-878e-a10694f7f156,No
6e56ea1f-a7d7-4340-9d5b-a87f5b81673d,No
8aa83265-ef5a-4308-98b2-a6d64763da7b,No
a21a1770-c5a3-4c00-805f-1e9b45da8be9,Yes
40009763-bb36-4295-bddb-3dee4605357e,Yes
5d9055e6-582a-4a6a-a5d7-ba727f152ab1,Yes
8c01211d-2cc7-483e-9699-54dc91e55340,No
037f3bab-3e66-406a-9275-de4a4d483a44,No
65cf0c9b-bc23-48d2-b50b-b8c6d65453bf,No
5942c318-0f4e-4812-8aaa-20df9c1526d5,No
6279b2aa-f2f5-4243-b3dd-ba6d4088a30f,No
88cb0d7c-884d-4890-8f69-506370d0e7a8,No
ca9f688a-d86a-4704-bd37-2654554efadf,Yes
2fed329b-2e9d-4be5-bec9-b8367039f855,No
c01f7fa2-7ca7-4a98-8b4f-1163cee3be44,No
d7ef9ccc-c6c6-402a-84b6-4df9b62ab173,No
4fe76775-3b2d-496b-a675-6b34ee3c0638,Yes
aea0f32f-87db-4316-9713-c049d65d1d11,No
b52fa8c1-182f-4f31-bbc7-10e52365118a,No
9512d49f-c2b2-41e4-8462-75def310a4d1,No
468e68c9-c5f7-4f9f-9e6b-db344a76ebca,No
d893402c-bc42-49ea-bf48-b14eaf3c8eaf,No
ba879967-5755-42b2-9e85-a1a4536a3715,Yes
0eb663ec-ffb0-472d-ac92-2b4cfa4b247e,No
d6f1c39b-857a-42d9-8dd9-4b85f074a7db,No
337a1716-7cc2-4bcc-96ff-d0b32b7c2897,No
74d3a352-9eb3-48eb-a08d-0bed80ef43a1,No
03dbbc42-61e0-4d91-9136-fa704cf3e6ee,No
5a79ab04-ae4f-49db-a406-1e7dee387782,Yes
54a4f8c3-340d-4192-8a30-9ba6db3897bc,No
b035d110-698e-4ad3-8aa0-8224b88d9490,Yes
162d4860-06c9-49e3-a5aa-88d1bf4f2802,No
80555f1c-d121-4017-b1f5-a7e3ee278d06,No
2ac8961a-ac45-40b4-8b5d-e2279bf2fd17,No
73d5916f-404c-469a-b1cc-37785eb9fef6,No
2fc7ad3a-e150-4728-b1de-4792a6243748,No
f8e971a3-1bf2-457a-9f4f-a6fe5ea6ae27,No
e9e45224-0ca7-49cf-aa6f-c9eb99e99904,No
4346db7f-9f1e-4c52-a6fd-d68e66ae7a31,No
1d5775ce-26c8-4dd8-bf2a-74d92a32188a,No
179bba1f-8b99-4451-ba3b-a8c64ae137fd,No
e342c2b5-ebf5-4bb9-9358-92e7411aa594,No
447bc748-41fc-41a4-a87a-d31d1690f00b,No
b80c87a3-ef2a-457e-82ee-983d63a07586,Yes
f53211f4-9731-41d9-aaad-5d5c90153d9a,Yes
1568cbb7-1ab1-476b-88c0-6bcbec977e62,No
db604f21-ad6d-4231-b363-dd5320f255a2,No
d808ae0a-49ce-4f13-9cf4-033fec88c022,No
a767be9c-a2fd-4afa-bb22-33febec6de44,Yes
392b763f-5823-4457-900e-558c54d4d098,Yes
640262da-f89a-43c0-9f86-fca73233ea0b,No
a435e324-f456-439b-b387-76c58c315dde,No
7c52a386-32bb-44c8-adb5-28bc9311d81c,No
2e1c2873-1b7f-4bf3-803a-78ea172b058c,Yes
a523aa09-42ad-448b-a903-6895ed80321f,Yes
87510813-4251-420d-993d-23ec64141dfd,No
79409386-792d-4f90-a793-f8d8fe696c77,No
281a6301-2e08-4dae-98be-6bf08d33fc6a,No
c1a58c0f-ab8f-4f91-84bd-5c3a624cbe0a,No
73c7e156-17ac-4578-90d8-23cef492f266,No
4c688925-3264-40bd-93da-82e8d970db93,No
8a97201f-aed6-4a6d-a4a3-de8de58f4579,No
f45df14d-68ad-4b8b-8065-17a15a08635a,No
77827175-fe56-4bf1-b8f0-a1ade9604146,No
75c59071-2399-4e55-86e1-3f99ef25de8e,No
12a7c8b2-b5df-41a8-b3fa-ff3cee8a2beb,No
863617ff-72fb-41d5-84c0-45b56a61ea47,No
28320b0e-83ef-4ca2-9379-d2b235149956,No
959d326e-149e-4f8d-9fde-b4f3e8c37ca6,No
5c146595-cad7-4ef4-beea-c8959ec0b411,No
1d263476-cc9d-4080-ac4c-b8934c9a635b,No
44f2a821-a137-44bd-9696-4f7f1f1d54e7,No
857f9858-3909-4a5a-962f-4493e28b3a99,No
718d7e48-d150-4e31-939d-b1761b91e079,No
63ef0f03-af5c-4e48-8634-ce5b030dd8f2,No
9fe8f406-224c-4ce3-a90e-a109a13da474,No
b826fe4d-3408-4af7-8f0f-24e74b754f2e,No
aeac4a93-4f00-48d8-9472-f39511d54049,No
634ff9ab-1f47-4874-84ce-2aa7990a18e4,No
66bc2b0d-3a3a-454e-9407-3b685246ffe8,No
f893f4d7-6ceb-4bc9-953d-8a527ff2032c,No
b7a475bb-b3b0-47f1-aba3-25f6050ba62a,No
e0c2d666-e730-49a1-b461-cd81abad942d,No
7d0f9903-a511-4fe1-83f2-4c9445c454b7,No
dd605197-17fd-47e5-8f5b-e97a9834e556,No
0e9ea074-479e-4c0c-8738-e17ce5d108d7,No
d57f7204-9aa2-4826-ab0f-97fd2ecb5ad0,No
400f5bce-986f-429f-b932-91f68d0f07e2,No
f89a9e20-8651-4f1b-8d60-6136dba6a26a,No
